cell	UMAP1	UMAP2	cell_type	cluster	genotype	Scn2a	dataset	organism	channel	expr	sample
10_89_02	-0.5296841327153656	8.127858680078296	Neurons	8	WT	1.983024641620732	Bae2025	mouse	SCN2A	1.983024641620732	PN36_4_Con
10_90_03	-3.9945620287262416	-1.1274450008184638	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_91_48	-1.8297580469452357	7.064041655847338	Neurons	8	WT	2.0421170844928955	Bae2025	mouse	SCN2A	2.0421170844928955	PN36_4_Con
10_92_50	0.3831528436339881	5.051290553399828	Neurons	8	WT	1.412399816101937	Bae2025	mouse	SCN2A	1.412399816101937	PN36_4_Con
10_92_91	6.807261110464433	-5.391455609014723	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_93_23	-3.377274631341598	-6.647895294836256	Neurons	10	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_93_93	9.39090645424495	-4.598898369482252	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_95_08	9.992449880758622	-1.6881607357771125	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_95_13	5.324469686666825	-5.2373060766966075	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
10_95_69	6.241872430960038	-12.127168137243482	Endothelial cells	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_01_06	8.249860883871415	-3.966892201116773	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_01_51	-0.8642323602043602	7.6202168877809315	Neurons	8	WT	1.651919254030538	Bae2025	mouse	SCN2A	1.651919254030538	PN36_4_Con
11_01_88	3.386049390951493	6.619098227807787	Neurons	9	WT	1.6630799902120461	Bae2025	mouse	SCN2A	1.6630799902120461	PN36_4_Con
11_02_04	-0.1630306828819726	8.383822005578784	Neurons	8	WT	1.5777657835962051	Bae2025	mouse	SCN2A	1.5777657835962051	PN36_4_Con
11_02_26	-5.939891218026778	-11.852036911657544	Astrocytes	4	WT	1.63854157694835	Bae2025	mouse	SCN2A	1.63854157694835	PN36_4_Con
11_02_31	-3.392084955056808	-6.908510166815016	Neurons	10	WT	1.4201514603903629	Bae2025	mouse	SCN2A	1.4201514603903629	PN36_4_Con
11_02_54	-9.913169740518232	2.6508107598512445	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_02_56	-9.934327005227706	2.8881748135774408	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_03_62	1.195118428388932	2.558289569207934	Neurons	7	WT	0.6495848204441398	Bae2025	mouse	SCN2A	0.6495848204441398	PN36_4_Con
11_04_63	6.124882341543534	-12.616950470617503	Endothelial cells	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_04_72	2.0906432878173375	-3.4505335871488776	Astrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_05_43	-0.20593069382538537	8.370346587487964	Neurons	8	WT	1.2849200801298994	Bae2025	mouse	SCN2A	1.2849200801298994	PN36_4_Con
11_05_57	1.2482273589767006	2.714542430230883	Neurons	7	WT	1.1159297174128704	Bae2025	mouse	SCN2A	1.1159297174128704	PN36_4_Con
11_05_68	0.8825472604430702	3.299043458291796	Neurons	7	WT	1.9720535512324164	Bae2025	mouse	SCN2A	1.9720535512324164	PN36_4_Con
11_06_20	-3.2113257635437464	8.308443587610034	Neurons	8	WT	2.133788678977132	Bae2025	mouse	SCN2A	2.133788678977132	PN36_4_Con
11_07_08	-11.965102075418136	-0.9212783757955756	Fibroblasts	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_07_23	-1.9179630268417809	8.590385001489429	Neurons	8	WT	1.774064262442858	Bae2025	mouse	SCN2A	1.774064262442858	PN36_4_Con
11_07_28	8.779306532064775	-3.9754299704344	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_07_95	9.381853223959306	-3.189555365255567	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_08_61	6.1798473607696085	-12.142120796850415	Endothelial cells	4	WT	1.0021520224805474	Bae2025	mouse	SCN2A	1.0021520224805474	PN36_4_Con
11_08_63	-10.25249946006169	2.609690707513598	Neurons	2	WT	1.739559743234625	Bae2025	mouse	SCN2A	1.739559743234625	PN36_4_Con
11_08_68	-2.953444598992965	8.84190515834978	Neurons	8	WT	2.2718725486922016	Bae2025	mouse	SCN2A	2.2718725486922016	PN36_4_Con
11_08_73	-1.9566739786468956	5.023463767358568	Neurons	8	WT	1.1620862675441277	Bae2025	mouse	SCN2A	1.1620862675441277	PN36_4_Con
11_09_13	-3.2841709841095423	5.421358626672533	Neurons	2	WT	1.6941121413098563	Bae2025	mouse	SCN2A	1.6941121413098563	PN36_4_Con
11_09_79	9.704663396993974	-3.919608313253614	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_10_37	3.688573480764725	-5.037606674841139	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_10_39	-6.919221757730147	-12.430404144933911	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_10_70	-3.927726863702438	-1.5536959950239386	Neurons	2	WT	1.539659803372447	Bae2025	mouse	SCN2A	1.539659803372447	PN36_4_Con
11_11_35	3.366100908438065	7.091900389978197	Neurons	9	WT	1.295674209612359	Bae2025	mouse	SCN2A	1.295674209612359	PN36_4_Con
11_11_91	1.1827582132018593	8.570320647546557	Neurons	8	WT	1.619676015526052	Bae2025	mouse	SCN2A	1.619676015526052	PN36_4_Con
11_12_34	8.252625585714677	-4.8790578429014415	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_12_46	10.094914556661942	-2.1694526259214606	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_12_73	-3.5121592272125697	8.246065657922534	Neurons	8	WT	1.171606054578428	Bae2025	mouse	SCN2A	1.171606054578428	PN36_4_Con
11_13_13	9.972407461325028	-1.125360745599958	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_13_14	-9.75196349509587	2.7896922047822748	Neurons	2	WT	1.7552145986499816	Bae2025	mouse	SCN2A	1.7552145986499816	PN36_4_Con
11_14_18	1.536071778456071	3.9248419221132074	Neurons	7	WT	1.4530187592998476	Bae2025	mouse	SCN2A	1.4530187592998476	PN36_4_Con
11_14_52	-9.42444884665837	2.797866385766772	Neurons	2	WT	1.5173195007268925	Bae2025	mouse	SCN2A	1.5173195007268925	PN36_4_Con
11_14_63	-0.7162000525795433	8.169140380212573	Neurons	8	WT	1.9918049398570468	Bae2025	mouse	SCN2A	1.9918049398570468	PN36_4_Con
11_14_78	-10.535295366128585	3.177589696237353	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_15_79	-4.476380704721114	-12.367820221594068	Astrocytes	4	WT	1.208189254704871	Bae2025	mouse	SCN2A	1.208189254704871	PN36_4_Con
11_16_41	7.608640791097978	-5.243140179327223	Oligodendrocytes	1	WT	1.979745327066059	Bae2025	mouse	SCN2A	1.979745327066059	PN36_4_Con
11_16_75	-11.547158120950362	-0.7148552123815741	Fibroblasts	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_17_36	-10.44156825431218	3.1245215352266107	Neurons	2	WT	1.783474417693948	Bae2025	mouse	SCN2A	1.783474417693948	PN36_4_Con
11_18_02	8.634204031149247	-4.61419482868025	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_18_85	-2.5650366533600306	8.518416922876147	Neurons	8	WT	2.0440650991212923	Bae2025	mouse	SCN2A	2.0440650991212923	PN36_4_Con
11_18_92	7.015128732839921	-5.4928812567503185	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_19_02	-2.1883786905609584	8.040041488000659	Neurons	8	WT	1.67970134161087	Bae2025	mouse	SCN2A	1.67970134161087	PN36_4_Con
11_19_03	-10.581422685464522	2.851489108392504	Neurons	2	WT	1.9697705634871976	Bae2025	mouse	SCN2A	1.9697705634871976	PN36_4_Con
11_19_23	-10.117724298318526	2.4535246308534417	Neurons	2	WT	1.7007912452067586	Bae2025	mouse	SCN2A	1.7007912452067586	PN36_4_Con
11_20_42	8.198378683248857	-4.838207680395338	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_20_66	-1.2082529056869955	6.350778621026781	Neurons	8	WT	1.833548108575629	Bae2025	mouse	SCN2A	1.833548108575629	PN36_4_Con
11_20_77	-2.071904896577499	7.52784447033098	Neurons	8	WT	1.620082315815618	Bae2025	mouse	SCN2A	1.620082315815618	PN36_4_Con
11_20_83	7.566256643453935	-5.225551563909742	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_21_44	-2.4796034086548304	9.010425132104665	Neurons	8	WT	1.975989357731084	Bae2025	mouse	SCN2A	1.975989357731084	PN36_4_Con
11_22_51	-11.09118354209294	-1.6431122605116095	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_22_76	8.146788717428544	-4.402132469824049	Oligodendrocytes	1	WT	1.2374411816960296	Bae2025	mouse	SCN2A	1.2374411816960296	PN36_4_Con
11_22_91	-10.734171747048997	2.881541293451098	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_23_14	0.5464088927901771	3.1884363110749994	Neurons	7	WT	1.2614917757056014	Bae2025	mouse	SCN2A	1.2614917757056014	PN36_4_Con
11_23_29	-2.9420229185425257	8.26465849239519	Neurons	8	WT	1.707782000514498	Bae2025	mouse	SCN2A	1.707782000514498	PN36_4_Con
11_23_90	-6.468354581674239	-11.836112457922193	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_25_64	-1.3275885570847008	5.401627581903246	Neurons	8	WT	1.75504500936599	Bae2025	mouse	SCN2A	1.75504500936599	PN36_4_Con
11_25_65	-11.86577784903874	-0.8652429763586249	Fibroblasts	4	WT	1.6630414903143549	Bae2025	mouse	SCN2A	1.6630414903143549	PN36_4_Con
11_25_80	8.313119054952958	-5.213599163702223	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_26_23	0.6646049033797767	3.4004469330995355	Neurons	7	WT	1.2795092538895028	Bae2025	mouse	SCN2A	1.2795092538895028	PN36_4_Con
11_26_83	-2.7245918501221156	9.172286551782395	Neurons	8	WT	1.316076045093468	Bae2025	mouse	SCN2A	1.316076045093468	PN36_4_Con
11_26_84	-9.974072336038253	3.2435861046998773	Neurons	8	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_27_22	10.028053404013017	-2.1101758066923346	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_28_31	-5.791669725259444	-12.351627785375806	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_28_87	-10.466473459085128	3.1494818146913324	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_29_23	0.2029032122291114	4.793046992608812	Neurons	8	WT	1.6177652005124288	Bae2025	mouse	SCN2A	1.6177652005124288	PN36_4_Con
11_29_50	0.5751769553817299	8.615690749475268	Neurons	8	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_30_72	-0.9120341826282952	8.06407312709978	Neurons	8	WT	1.4669234243175708	Bae2025	mouse	SCN2A	1.4669234243175708	PN36_4_Con
11_31_85	-0.4650483632512901	8.538979094812182	Neurons	8	WT	1.6651815309033309	Bae2025	mouse	SCN2A	1.6651815309033309	PN36_4_Con
11_32_12	-10.540374635537765	2.828701537439135	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_34_49	-1.562002538522384	7.768952887841967	Neurons	8	WT	1.126504181040379	Bae2025	mouse	SCN2A	1.126504181040379	PN36_4_Con
11_35_33	-3.2725249517761683	5.45081810314348	Neurons	2	WT	2.6329766763786564	Bae2025	mouse	SCN2A	2.6329766763786564	PN36_4_Con
11_36_70	-0.6933518786035988	7.499923270532396	Neurons	8	WT	1.5830414518120688	Bae2025	mouse	SCN2A	1.5830414518120688	PN36_4_Con
11_37_26	9.240887762228349	-4.047340351751539	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_38_17	-9.92397105582585	2.170949261972216	Neurons	2	WT	1.9239498070950576	Bae2025	mouse	SCN2A	1.9239498070950576	PN36_4_Con
11_38_46	-1.918397663911483	7.693258326837328	Neurons	8	WT	1.6952309338303375	Bae2025	mouse	SCN2A	1.6952309338303375	PN36_4_Con
11_39_58	-2.362696765741012	7.890301268884447	Neurons	8	WT	1.7454871162778534	Bae2025	mouse	SCN2A	1.7454871162778534	PN36_4_Con
11_40_58	-10.357786058267257	1.5670063908784662	Microglia	2	WT	1.4076692207046242	Bae2025	mouse	SCN2A	1.4076692207046242	PN36_4_Con
11_40_81	8.789406896749833	-4.688739258459303	Oligodendrocytes	1	WT	1.1784127440866503	Bae2025	mouse	SCN2A	1.1784127440866503	PN36_4_Con
11_41_38	-8.980974077066085	2.640309613534716	Neurons	7	WT	1.946767782040986	Bae2025	mouse	SCN2A	1.946767782040986	PN36_4_Con
11_41_56	-5.947661756356856	-11.867085892370437	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_43_21	-1.2663364399277184	7.62987140972307	Neurons	8	WT	0.5842530923208078	Bae2025	mouse	SCN2A	0.5842530923208078	PN36_4_Con
11_43_41	-10.307214616616866	3.0257385190217767	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_43_44	-1.5342394102417445	5.8197007592408925	Neurons	8	WT	0.8573659332820885	Bae2025	mouse	SCN2A	0.8573659332820885	PN36_4_Con
11_43_51	-1.733455537637374	7.898717444726732	Neurons	8	WT	1.8711114766591697	Bae2025	mouse	SCN2A	1.8711114766591697	PN36_4_Con
11_45_04	5.8409730207122355	-5.269029099157545	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_45_14	9.64699661842952	-3.2992908541471686	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_45_22	9.947099805990556	-2.049651700666639	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_45_32	6.3081809293426065	-11.804466683080884	Endothelial cells	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_45_63	-0.4908472847246144	-6.507270771673414	Neurons	10	WT	1.189425084361578	Bae2025	mouse	SCN2A	1.189425084361578	PN36_4_Con
11_46_57	8.624357343832353	-4.8886661116392345	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_47_31	8.531581045309403	-4.949134785345289	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_47_41	10.132824064413407	-2.712713200262281	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_47_74	-6.067224859079024	-12.529404122045728	Astrocytes	4	WT	1.179659795206567	Bae2025	mouse	SCN2A	1.179659795206567	PN36_4_Con
11_47_93	6.113804460684159	-12.518472153356765	Endothelial cells	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_48_23	-9.92597758658757	2.571611445733813	Neurons	2	WT	2.391104843809071	Bae2025	mouse	SCN2A	2.391104843809071	PN36_4_Con
11_48_31	-0.18640088923802117	-6.443439442327711	Neurons	10	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_48_86	0.19124585501323005	-6.324636418035719	Neurons	3	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_48_87	-4.420625566323897	-12.062096077612134	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_49_15	-9.644771455606124	1.882832091638354	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_49_36	0.15900963656077644	-6.325141388586256	Neurons	3	WT	1.4525169888078564	Bae2025	mouse	SCN2A	1.4525169888078564	PN36_4_Con
11_49_94	9.250784994284013	-4.29346318881819	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_50_25	-3.918569444497726	-1.5246181074888434	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_50_54	0.5560607921279457	3.669662516900805	Neurons	7	WT	1.484877802870008	Bae2025	mouse	SCN2A	1.484877802870008	PN36_4_Con
11_50_58	-1.6222650993668053	8.662489455529956	Neurons	8	WT	1.7897547100921876	Bae2025	mouse	SCN2A	1.7897547100921876	PN36_4_Con
11_51_15	6.814289213339189	-5.408351380041334	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_51_89	8.65602219215999	-3.8519527498991217	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_52_38	7.271829725424149	-3.292129713705274	Oligodendrocytes	1	WT	1.331797254692041	Bae2025	mouse	SCN2A	1.331797254692041	PN36_4_Con
11_53_09	-9.39860427268376	2.0179486687867914	Neurons	7	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_53_24	6.869841219107011	-5.416731793096754	Oligodendrocytes	6	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_53_93	-5.335482477029464	-12.03922219913313	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_54_17	-9.439374803384444	1.9336450513093744	Neurons	2	WT	1.828080487918096	Bae2025	mouse	SCN2A	1.828080487918096	PN36_4_Con
11_54_33	-2.695438741525314	7.56426672298601	Neurons	8	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_54_38	9.752323270956376	-3.5863387171537604	Oligodendrocytes	1	WT	1.2729451047604716	Bae2025	mouse	SCN2A	1.2729451047604716	PN36_4_Con
11_54_61	1.078834773222306	3.977429431268481	Neurons	7	WT	0.8369755519962914	Bae2025	mouse	SCN2A	0.8369755519962914	PN36_4_Con
11_54_63	-1.485420941194198	5.885430377313402	Neurons	8	WT	2.049226725982079	Bae2025	mouse	SCN2A	2.049226725982079	PN36_4_Con
11_55_06	0.1765059839881446	7.674994033166674	Neurons	8	WT	0.7162199541157095	Bae2025	mouse	SCN2A	0.7162199541157095	PN36_4_Con
11_56_03	0.95270586125026	3.2412040646760736	Neurons	7	WT	2.1216185499575504	Bae2025	mouse	SCN2A	2.1216185499575504	PN36_4_Con
11_56_56	-4.163767455896041	-1.5624123398573126	Neurons	2	WT	2.3099985615372467	Bae2025	mouse	SCN2A	2.3099985615372467	PN36_4_Con
11_57_33	1.049743653456071	2.8365428860872064	Neurons	7	WT	1.5792764527025327	Bae2025	mouse	SCN2A	1.5792764527025327	PN36_4_Con
11_57_47	-2.381956814607284	7.74200634319475	Neurons	8	WT	1.5882976815911838	Bae2025	mouse	SCN2A	1.5882976815911838	PN36_4_Con
11_57_49	0.01671120635638495	8.224050086328296	Neurons	8	WT	2.0899243060345967	Bae2025	mouse	SCN2A	2.0899243060345967	PN36_4_Con
11_58_26	-0.6849059749447319	4.139446776696947	Neurons	7	WT	1.252465429143594	Bae2025	mouse	SCN2A	1.252465429143594	PN36_4_Con
11_58_28	-1.8867919433914635	6.693389933892992	Neurons	8	WT	1.315660164433856	Bae2025	mouse	SCN2A	1.315660164433856	PN36_4_Con
11_58_74	-9.72479998954167	2.90790800411394	Neurons	2	WT	2.9419791860624107	Bae2025	mouse	SCN2A	2.9419791860624107	PN36_4_Con
11_58_96	-10.246293901284837	2.2663813050477777	Neurons	2	WT	2.5900513591773584	Bae2025	mouse	SCN2A	2.5900513591773584	PN36_4_Con
11_59_08	0.21958440653453132	8.070215743371753	Neurons	8	WT	1.5750097245640766	Bae2025	mouse	SCN2A	1.5750097245640766	PN36_4_Con
11_59_33	9.12368691078792	-3.3131010119230475	Oligodendrocytes	1	WT	1.1466930975026377	Bae2025	mouse	SCN2A	1.1466930975026377	PN36_4_Con
11_60_39	-1.2721285808884115	5.689034980127123	Neurons	8	WT	1.5148645479007472	Bae2025	mouse	SCN2A	1.5148645479007472	PN36_4_Con
11_61_02	-4.005809425195357	-1.7323194329054084	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_61_03	0.40449589602122565	3.572522681543139	Neurons	7	WT	1.5293516877127535	Bae2025	mouse	SCN2A	1.5293516877127535	PN36_4_Con
11_61_49	9.786672712484696	-3.713572222402784	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_61_54	-9.46746528037419	1.858691256830004	Neurons	7	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_61_67	-0.846069543441436	8.631508391687182	Neurons	8	WT	1.451675641962139	Bae2025	mouse	SCN2A	1.451675641962139	PN36_4_Con
11_61_68	-3.9926809061371302	-7.010594803503248	Neurons	10	WT	2.0101080913787897	Bae2025	mouse	SCN2A	2.0101080913787897	PN36_4_Con
11_62_75	8.838933111349442	-4.9242496077329845	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_63_41	-4.621738790353438	-11.604948479345532	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_63_61	0.12144905439982671	4.498020213434008	Neurons	7	WT	1.387075274422424	Bae2025	mouse	SCN2A	1.387075274422424	PN36_4_Con
11_64_16	-4.8033937204681845	-10.802936989477368	Astrocytes	4	WT	1.7692036636849364	Bae2025	mouse	SCN2A	1.7692036636849364	PN36_4_Con
11_64_31	9.792611242452958	-0.826816815546247	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_64_62	-0.7552615094982598	8.136101287194995	Neurons	8	WT	1.5348681431771716	Bae2025	mouse	SCN2A	1.5348681431771716	PN36_4_Con
11_64_74	-1.530264257272384	5.79908470470598	Neurons	8	WT	1.5439180303195357	Bae2025	mouse	SCN2A	1.5439180303195357	PN36_4_Con
11_66_69	2.5291379701293493	6.7137179787843495	Neurons	9	WT	1.342774663912529	Bae2025	mouse	SCN2A	1.342774663912529	PN36_4_Con
11_66_70	-4.708670495828292	-12.38926168124983	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_66_85	-4.365327237924239	-12.35328813236067	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_67_17	-1.75548767932286	9.06482176143816	Neurons	8	WT	1.7700922832100583	Bae2025	mouse	SCN2A	1.7700922832100583	PN36_4_Con
11_67_31	-5.740941881021163	-11.98316522281477	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_67_41	-0.5832984287344429	4.540341895410326	Neurons	7	WT	1.67033497367449	Bae2025	mouse	SCN2A	1.67033497367449	PN36_4_Con
11_67_63	-3.8074778307281942	8.149594825097827	Neurons	8	WT	2.3757678301116005	Bae2025	mouse	SCN2A	2.3757678301116005	PN36_4_Con
11_67_68	0.6266728650725868	8.277065795251636	Neurons	8	WT	1.6974132577041416	Bae2025	mouse	SCN2A	1.6974132577041416	PN36_4_Con
11_68_27	9.668211103597978	-2.308484989813062	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_68_30	-10.124150155862472	2.356033128091601	Neurons	2	WT	1.94368488281696	Bae2025	mouse	SCN2A	1.94368488281696	PN36_4_Con
11_68_39	9.155463339010575	-4.298271137884352	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_68_68	-2.776059984048507	8.583245795556811	Neurons	8	WT	1.950208149940989	Bae2025	mouse	SCN2A	1.950208149940989	PN36_4_Con
11_68_77	-0.9160266209446404	7.081753772088793	Neurons	8	WT	1.4877762975619735	Bae2025	mouse	SCN2A	1.4877762975619735	PN36_4_Con
11_68_85	1.0252226602233436	3.3691430505006585	Neurons	7	WT	0.9846902836999614	Bae2025	mouse	SCN2A	0.9846902836999614	PN36_4_Con
11_69_11	6.127448202291825	-12.32804341953108	Endothelial cells	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_69_26	-2.8549610365234828	-6.741500336340162	Neurons	10	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_69_46	-10.50189196952214	3.058156293222216	Neurons	2	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_71_56	-4.4705361116730185	-12.64408345859358	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_72_24	-6.209759591897628	-11.747528511694163	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_72_29	0.8943362247146156	2.543458503076342	Neurons	7	WT	1.1807310376468712	Bae2025	mouse	SCN2A	1.1807310376468712	PN36_4_Con
11_72_83	9.319746137777663	-4.080595690420362	Oligodendrocytes	1	WT	1.2549099671015376	Bae2025	mouse	SCN2A	1.2549099671015376	PN36_4_Con
11_72_96	1.7659043084777382	-3.053496319463941	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_73_43	-4.587349294503829	-12.097862679174634	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_74_21	-2.7530111063324427	5.388877909967211	Astrocytes	2	WT	0.9075899034165728	Bae2025	mouse	SCN2A	0.9075899034165728	PN36_4_Con
11_74_25	7.680369497457841	-5.193885761907789	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_75_01	7.502158762136796	-3.0108050886900153	Oligodendrocytes	1	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_75_05	-4.499305127938888	-12.516834694555492	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_75_50	-2.931610463937423	6.447333377191332	Neurons	9	WT	1.9422164059710316	Bae2025	mouse	SCN2A	1.9422164059710316	PN36_4_Con
11_76_03	-3.851888536294601	-7.071536022833082	Neurons	10	WT	1.4201514603903629	Bae2025	mouse	SCN2A	1.4201514603903629	PN36_4_Con
11_76_11	2.268036247412064	5.117002051660326	Neurons	9	WT	1.3706019591639362	Bae2025	mouse	SCN2A	1.3706019591639362	PN36_4_Con
11_76_37	-2.775951980432174	9.061298888513354	Neurons	8	WT	1.9961297576841497	Bae2025	mouse	SCN2A	1.9961297576841497	PN36_4_Con
11_79_27	-4.56286322959294	-12.293071228674146	Astrocytes	4	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_79_31	-2.88899290450444	8.684377234765796	Neurons	8	WT	2.1068684013922976	Bae2025	mouse	SCN2A	2.1068684013922976	PN36_4_Con
11_79_32	9.9808169614471	-1.900129872968885	Oligodendrocytes	5	WT	0	Bae2025	mouse	SCN2A	0	PN36_4_Con
11_79_52	2.7279442559875036	6.339271586725023	Neurons	9	WT	1.851915246789648	Bae2025	mouse	SCN2A	1.851915246789648	PN36_4_Con
11_80_59	0.2066566359199073	4.610609572717455	Neurons	8	WT	1.7823906916370984	Bae2025	mouse	SCN2A	1.7823906916370984	PN36_4_Con
11_80_95	-3.8086277235352015	-7.223804909399244	Neurons	10	WT	1.7814181154333224	Bae2025	mouse	SCN2A	1.7814181154333224	PN36_4_Con
11_81_06	1.2216751586593178	3.8297608311860833	Neurons	7	WT	0.9979517474881412	Bae2025	mouse	SCN2A	0.9979517474881412	PN36_4_Con
